原文: 第四章  爆裂  positive_prob: 0.526412  confidence: 0.471761  negative_prob: 0.473588  sentiment: 1.000000  
 原文:     “我的回答可以了吗？”  positive_prob: 0.224909  confidence: 0.500203  negative_prob: 0.775091  sentiment: 0.000000  
 原文:     “嗯，完全可以。”男子走出了小店。  positive_prob: 0.382170  confidence: 0.150734  negative_prob: 0.617830  sentiment: 0.000000  
 原文:     长江目送男子的背影，想着一会儿是不是要把这件事告诉自己的朋友们。如果告诉他们，物理学者从东京来拜访他，大家一定会非常惊讶的。  positive_prob: 0.662413  confidence: 0.249807  negative_prob: 0.337587  sentiment: 2.000000  
 原文:     6  positive_prob: 0.549264  confidence: 0.014716  negative_prob: 0.450736  sentiment: 1.000000  
 原文:     梅里尚彦住的公寓位于横滨市神奈川区。从东横线的东白乐车站徒步走大约十分钟左右，在坡道多、住宅密集的街道中，有一座仿土砖、铺着瓷砖的大楼。  positive_prob: 0.616094  confidence: 0.146875  negative_prob: 0.383906  sentiment: 2.000000  
 原文:     入口是观景台。草薙看着记事本，确认住址后，按下了503号住户的按钮。不一会儿，从对讲机里传来了声音。  positive_prob: 0.182848  confidence: 0.593670  negative_prob: 0.817152  sentiment: 0.000000  
 原文:     “哪位？”  positive_prob: 0.296741  confidence: 0.340576  negative_prob: 0.703259  sentiment: 0.000000  
 原文:     “我是警察，能不能和您说几句话？”草薙对着扩音器说。  positive_prob: 0.373364  confidence: 0.170302  negative_prob: 0.626636  sentiment: 0.000000  
 原文:     “还要说啊？”传来了非常厌烦的声音，一定是被神奈川的警察问过好几次话了。  positive_prob: 0.157864  confidence: 0.649191  negative_prob: 0.842136  sentiment: 0.000000  
 原文:     不好意思，就说一会儿。  positive_prob: 0.691685  confidence: 0.314856  negative_prob: 0.308315  sentiment: 2.000000  
 原文:     没有回音，但身边的门锁开了，仿佛可以看到那名男子不愉快的脸。  positive_prob: 0.153804  confidence: 0.658213  negative_prob: 0.846196  sentiment: 0.000000  
 原文:     走到503室前，草薙再一攻按下门铃。门开了，露出一张浅黑的脸。  positive_prob: 0.101131  confidence: 0.775266  negative_prob: 0.898870  sentiment: 0.000000  
 原文:     “真不好意思打扰您休息。我到公司打听过了，说您今天在家，所以我就……”  positive_prob: 0.522115  confidence: 0.557694  negative_prob: 0.477885  sentiment: 1.000000  
 原文:     “我头疼，所以就休息了。”梅里尚彦生硬地回答。他穿着T恤，外加一件防汗保温的衬衫，“我真的已经没什么好说的了。”  positive_prob: 0.081059  confidence: 0.819869  negative_prob: 0.918941  sentiment: 0.000000  
 原文:     “我是东京来的警察，因为其他案件与您夫人的案件相关，所以过来询问您。”  positive_prob: 0.646760  confidence: 0.215022  negative_prob: 0.353240  sentiment: 2.000000  
 原文:     “其他案件？”梅里紧蹙双眉。  positive_prob: 0.462329  confidence: 0.246581  negative_prob: 0.537671  sentiment: 1.000000  
 原文:     “嘿，也许和您夫人的案件有关。”  positive_prob: 0.284299  confidence: 0.368223  negative_prob: 0.715701  sentiment: 0.000000  
 原文:     梅里的脸发生了微妙的变化。他的表情是这个意思：如果能解开我妻子事故之谜，我愿意多少与你配合一下。  positive_prob: 0.481805  confidence: 0.636108  negative_prob: 0.518195  sentiment: 1.000000  
 原文:     “细节的东西，就请你去问这边负责这件事的人吧，重复说同样的话太累了。”  positive_prob: 0.080644  confidence: 0.820791  negative_prob: 0.919356  sentiment: 0.000000  
 原文:     “嗯，这我也知道。”  positive_prob: 0.540646  confidence: 0.187072  negative_prob: 0.459354  sentiment: 1.000000  
 原文:     草薙点头表示同意，梅里把门大大地打开，请他进去。  positive_prob: 0.168197  confidence: 0.626229  negative_prob: 0.831803  sentiment: 0.000000  
 原文:     房间看起来还很新，但放有沙发的起居室和厨房都乱糟糟的。只有六个榻榻米大的和式房间被收拾了一下，里面故了一个小小的佛龛，香缓缓地向上飘着。  positive_prob: 0.212673  confidence: 0.527393  negative_prob: 0.787327  sentiment: 0.000000  
 原文:     草薙坐在沙发上，梅里坐在椅子上。  positive_prob: 0.376943  confidence: 0.162348  negative_prob: 0.623057  sentiment: 0.000000  
 原文:     “其他事情，指的是什么？”梅里问。  positive_prob: 0.218312  confidence: 0.514861  negative_prob: 0.781688  sentiment: 0.000000  
 原文:     草薙略想了一下，答道：“发现了某位男子的尸体。”  positive_prob: 0.223605  confidence: 0.503101  negative_prob: 0.776395  sentiment: 0.000000  
 原文:     “是说被杀了吗？”  positive_prob: 0.177635  confidence: 0.605255  negative_prob: 0.822365  sentiment: 0.000000  
 原文:     “还不能下定论，但大概是这样。”  positive_prob: 0.129857  confidence: 0.711429  negative_prob: 0.870143  sentiment: 0.000000  
 原文:     “这和津子的事有什么关系？犯人是同一个人吗？”  positive_prob: 0.174031  confidence: 0.613265  negative_prob: 0.825969  sentiment: 0.000000  
 原文:     “不，不是。”草薙摆手道，“具体的我也不太清楚，但有些物品引起了我的注意，”他递给梅里一张照片，是藤川的照片，“你见过这个人吗？”  positive_prob: 0.034004  confidence: 0.924435  negative_prob: 0.965996  sentiment: 0.000000  
 原文:     梅里用手拿着照片，立即摇头。  positive_prob: 0.418456  confidence: 0.070098  negative_prob: 0.581544  sentiment: 0.000000  
 原文:     “没见过，他是谁？”  positive_prob: 0.181743  confidence: 0.596127  negative_prob: 0.818257  sentiment: 0.000000  
 原文:     “是这次被杀害的人，叫藤川雄一。从您夫人那里也没听说过他吗？”  positive_prob: 0.228603  confidence: 0.491994  negative_prob: 0.771397  sentiment: 0.000000  
 原文:     “藤川……没听说过。”  positive_prob: 0.254395  confidence: 0.434677  negative_prob: 0.745605  sentiment: 0.000000  
 原文:     “那天，草薙咽了一下口水，“您夫人过世的那天，这个人似乎也在那个海岸出现了。”  positive_prob: 0.258992  confidence: 0.424461  negative_prob: 0.741008  sentiment: 0.000000  
 原文:     “嗯？”梅里又看了一眼照片。  positive_prob: 0.524261  confidence: 0.514778  negative_prob: 0.475739  sentiment: 1.000000  
 原文:     通过藤川房间里看到的收据，草薙找到了咖啡店的正确地址。和原先猜测的一样，离湘南海岸非常近。  positive_prob: 0.833404  confidence: 0.629786  negative_prob: 0.166596  sentiment: 2.000000  
 原文:     “但是，”梅里说，“即使他在那里，也说明不了什么问题啊，尤其是那天海水浴的游客特别多。”  positive_prob: 0.359481  confidence: 0.201154  negative_prob: 0.640519  sentiment: 0.000000  
 原文:     “但是，有一件事情不是偶然的。”  positive_prob: 0.297464  confidence: 0.338968  negative_prob: 0.702536  sentiment: 0.000000  
 原文:     “什么？”  positive_prob: 0.245770  confidence: 0.453845  negative_prob: 0.754230  sentiment: 0.000000  
 原文:     “那个叫藤川的人，是两年前帝都大学毕业的。”  positive_prob: 0.487648  confidence: 0.752961  negative_prob: 0.512352  sentiment: 1.000000  
 原文:     “哦？”梅里的表情看起来更紧张了。  positive_prob: 0.429016  confidence: 0.046631  negative_prob: 0.570984  sentiment: 0.000000  
 原文:     “据说您的夫人一直到去年都在帝国大学工作。”草薙说。  positive_prob: 0.668248  confidence: 0.262772  negative_prob: 0.331752  sentiment: 2.000000  
 原文:     草薙是通过神奈川的警察了解到梅里津子的经历的，那时他的直觉肯定地告诉他，这两件事有关联。  positive_prob: 0.311392  confidence: 0.308017  negative_prob: 0.688608  sentiment: 0.000000  
 原文:     “啊，她是代课的老师。”梅里点头。  positive_prob: 0.612754  confidence: 0.139453  negative_prob: 0.387246  sentiment: 2.000000  
 原文:     “也就是说，藤川雄一在上学的四年期间有可能和您的夫人接触过。”  positive_prob: 0.485045  confidence: 0.700897  negative_prob: 0.514955  sentiment: 1.000000  
 原文:     草薙的话使梅里抬起了头，眼睛稍微往上瞟了一下。  positive_prob: 0.535116  confidence: 0.297685  negative_prob: 0.464884  sentiment: 1.000000  
 原文:     “你是说津子和这个男人有不正当关系是吗？”  positive_prob: 0.169414  confidence: 0.623525  negative_prob: 0.830586  sentiment: 0.000000  
 原文:     “不不，我不是这个意思，”草薙慌忙摆摆手，“‘接触’这个词不准确，改成有某种关联吧。”  positive_prob: 0.017344  confidence: 0.961458  negative_prob: 0.982656  sentiment: 0.000000  
 原文:     “在我们去年结婚之前，我们已经持续交往六年了，津子的事情，我自认为比谁都清楚，但是从她嘴里，我一次也没听到过藤川这个名字。”说着，梅里把照片推回到草薙面前。  positive_prob: 0.643979  confidence: 0.208841  negative_prob: 0.356021  sentiment: 2.000000  
 原文:     “我明白了。如果您在整理您夫人物品、书籍等东西的时候看到藤川这个名字，您能不能报告给我们呢？”草薙把自己的名片放到饭桌上，把照片放回衣兜里。  positive_prob: 0.251662  confidence: 0.440752  negative_prob: 0.748338  sentiment: 0.000000  
 原文:     “发现情书什么的？”梅里咧着嘴说。  positive_prob: 0.475660  confidence: 0.513198  negative_prob: 0.524340  sentiment: 1.000000  
 原文:     “我并没有那个意思……”  positive_prob: 0.176670  confidence: 0.607400  negative_prob: 0.823330  sentiment: 0.000000  
 原文:     “津子啊，非常讨厌帝都大学的学生。他们精英意识特别强，粗心大意、骄傲自满，而且爱撒娇，有什么麻烦只会对父母哭。他们除了身体长开了之外，和幼儿园孩子没有什么区别，他们总是发牢骚。”  positive_prob: 0.550840  confidence: 0.001867  negative_prob: 0.449160  sentiment: 2.000000  
 原文:     “在她认识的幼稚儿童中，有藤川也不一定。”  positive_prob: 0.621190  confidence: 0.158200  negative_prob: 0.378810  sentiment: 2.000000  
 原文:     “这倒也有可能。”梅里说完，闭上嘴陷入了沉思，然后再次扬起脸。  positive_prob: 0.205068  confidence: 0.544292  negative_prob: 0.794931  sentiment: 0.000000  
 原文:     “我倒是注意过两件事，我已经和这边的警察说过了。”  positive_prob: 0.169126  confidence: 0.624164  negative_prob: 0.830874  sentiment: 0.000000  
 原文:     “再对我说一次吧。”  positive_prob: 0.212971  confidence: 0.526732  negative_prob: 0.787029  sentiment: 0.000000  
 原文:     “那天在去海边的路上，津子和我说了好几次，说后面有车一直跟着地。”  positive_prob: 0.575017  confidence: 0.055593  negative_prob: 0.424983  sentiment: 2.000000  
 原文:     “她被尾随了？”  positive_prob: 0.245498  confidence: 0.454450  negative_prob: 0.754502  sentiment: 0.000000  
 原文:     “我不知道，我没当回事，就笑笑说怎么可能会有这种事……”  positive_prob: 0.049876  confidence: 0.889165  negative_prob: 0.950124  sentiment: 0.000000  
 原文:     “你们什么时候决定去海边的？”  positive_prob: 0.224864  confidence: 0.500302  negative_prob: 0.775136  sentiment: 0.000000  
 原文:     “两天前吧。”  positive_prob: 0.359863  confidence: 0.200304  negative_prob: 0.640137  sentiment: 0.000000  
 原文:     “你对谁说过你要去海边？”  positive_prob: 0.128722  confidence: 0.713950  negative_prob: 0.871278  sentiment: 0.000000  
 原文:     津子那边我不太清楚，我自己对谁也没有特意说过。”  positive_prob: 0.094783  confidence: 0.789371  negative_prob: 0.905217  sentiment: 0.000000  
 原文:     监视梅里夫妇的人应该是藤川吧？草薙立刻把尾随的人假定为藤川。  positive_prob: 0.479880  confidence: 0.597603  negative_prob: 0.520120  sentiment: 1.000000  
 原文:     “你留意的另外一件事呢？”草薙问。  positive_prob: 0.232260  confidence: 0.483867  negative_prob: 0.767740  sentiment: 0.000000  
 原文:     梅里稍微犹豫了一下，说：“在爆炸之前有一个男子靠近了津子，是个很年轻的男子。  positive_prob: 0.618186  confidence: 0.151524  negative_prob: 0.381814  sentiment: 2.000000  
 原文:     “什么样的男子？”草薙拿出了记事本和圆珠笔。  positive_prob: 0.124917  confidence: 0.722406  negative_prob: 0.875083  sentiment: 0.000000  
 原文:     “他带着潜水镜，有一些距离，所以看不太清楚，只是，”梅里舔了舔嘴唇继续说，“头型和刚才照片上的男性感觉根相似……那时候，那个男的，头发也很短。”  positive_prob: 0.298687  confidence: 0.336251  negative_prob: 0.701313  sentiment: 0.000000  
 原文:     草薙拿出照片，再一次凝视起来。藤川雄一那双浑浊的眼睛出一直回看着他。  positive_prob: 0.155310  confidence: 0.654867  negative_prob: 0.844690  sentiment: 0.000000  
 原文:     7  positive_prob: 0.543930  confidence: 0.121398  negative_prob: 0.456070  sentiment: 1.000000  
 原文:     与梅里尚彦见面的第二天，草薙再次来到了帝都大学理工学院。虽然他毕业于社会学院，但对与这个领域完全不同的校舍还是产生了亲近感。  positive_prob: 0.803970  confidence: 0.564379  negative_prob: 0.196030  sentiment: 2.000000  
 原文:     走到大楼前面时，他照倒看了一下那个停车场，停下了脚步。他看到汤川在一辆奔驰旁边，一会儿站起来，一会儿弯下身。  positive_prob: 0.398110  confidence: 0.115312  negative_prob: 0.601890  sentiment: 0.000000  
 原文:     “喂！”草薙喊他。  positive_prob: 0.344712  confidence: 0.233974  negative_prob: 0.655288  sentiment: 0.000000  
 原文:     汤川似乎被吓了一大跳。看清楚发出声音的人之后，他的表情才平静下来。  positive_prob: 0.062118  confidence: 0.861959  negative_prob: 0.937882  sentiment: 0.000000  
 原文:     “什么呀，你啊！”  positive_prob: 0.379888  confidence: 0.155805  negative_prob: 0.620112  sentiment: 0.000000  
 原文:     “真不好意思，是我。你在干什么呢？”  positive_prob: 0.294772  confidence: 0.344950  negative_prob: 0.705227  sentiment: 0.000000  
 原文:     “没，没干什么，”汤川站起来，“我正在看横森教授的车。”  positive_prob: 0.222778  confidence: 0.504938  negative_prob: 0.777222  sentiment: 0.000000  
 原文:     “啊，这个就是吧。”俯视灰色的车体，草薙点点头，“的确像新车一样，闪闪发光。”  positive_prob: 0.357252  confidence: 0.206107  negative_prob: 0.642748  sentiment: 0.000000  
 原文:     “因为藤川问过哪一辆是横森教授的车，所以我来确认一下有没有异样情况。”  positive_prob: 0.446577  confidence: 0.007606  negative_prob: 0.553423  sentiment: 0.000000  
 原文:     “原来如此，”草薙明白汤川想说的话，“也许安装了爆炸物什么的。”  positive_prob: 0.168014  confidence: 0.626635  negative_prob: 0.831986  sentiment: 0.000000  
 原文:     “不，我可没有什么依据。我是从你那儿听说的啊。”  positive_prob: 0.104118  confidence: 0.768627  negative_prob: 0.895882  sentiment: 0.000000  
 原文:     “藤川是否是那次爆炸事件的犯人，那件事嘛……”  positive_prob: 0.248092  confidence: 0.448684  negative_prob: 0.751908  sentiment: 0.000000  
 原文:     藤川雄一那天去湘南海岸的事，草薙已经告诉汤川了。  positive_prob: 0.480862  confidence: 0.617232  negative_prob: 0.519138  sentiment: 1.000000  
 原文:     “从那以后，有什么进展吗？”汤川问。  positive_prob: 0.209088  confidence: 0.535360  negative_prob: 0.790912  sentiment: 0.000000  
 原文:     “昨天，我和被害者的丈夫见了面。藤川作案的可能性还是很大的。”  positive_prob: 0.495248  confidence: 0.904965  negative_prob: 0.504752  sentiment: 1.000000  
 原文:     草薙把昨天从梅里尚彦那里问到的信息，简单地和汤川说了一下。  positive_prob: 0.360014  confidence: 0.199969  negative_prob: 0.639986  sentiment: 0.000000  
 原文:     “被害者和藤川的关系是关键。”汤川说。  positive_prob: 0.594547  confidence: 0.098992  negative_prob: 0.405453  sentiment: 2.000000  
 原文:     “正是。对了，你帮我调查那件事了吗？”  positive_prob: 0.341037  confidence: 0.242141  negative_prob: 0.658963  sentiment: 0.000000  
 原文:     “哪件事？”  positive_prob: 0.294786  confidence: 0.344921  negative_prob: 0.705214  sentiment: 0.000000  
 原文:     “忘了？我拜托过你啊，就是帮我研究一下藤川所掌握的技术能不能制造那场爆炸。”  positive_prob: 0.613201  confidence: 0.140446  negative_prob: 0.386799  sentiment: 2.000000  
 原文:     “啊，这件事啊，”汤川摸着下巴，将目光投向远方，“不好意思，太多事情要忙，我把这事拖了一下，我这就研究去。”  positive_prob: 0.522319  confidence: 0.553622  negative_prob: 0.477681  sentiment: 1.000000  
 原文:     “这样啊，麻烦了，拜托你了啊。”草薙产生了一种很微妙、生疏的感觉。汤川说话不看对方眼睛的时候很少。  positive_prob: 0.099322  confidence: 0.779285  negative_prob: 0.900678  sentiment: 0.000000  
 原文:     在他看着汤川的侧脸时，他注意到了一件事。  positive_prob: 0.569621  confidence: 0.043603  negative_prob: 0.430379  sentiment: 2.000000  
 原文:     “你小子，有点晒黑了啊，是不是去过海边了？”  positive_prob: 0.258859  confidence: 0.424758  negative_prob: 0.741141  sentiment: 0.000000  
 原文:     “哦？是吗？”汤川把手放在自己的两颊上，“没这回事，是光线的问题吧。”  positive_prob: 0.274556  confidence: 0.389876  negative_prob: 0.725444  sentiment: 0.000000  
 原文:     “是吗。”  positive_prob: 0.295128  confidence: 0.344159  negative_prob: 0.704872  sentiment: 0.000000  
 原文:     “我哪有时间去海边啊。我们先进去再说吧。”  positive_prob: 0.453805  confidence: 0.076091  negative_prob: 0.546196  sentiment: 1.000000  
 原文:     汤川率先朝大楼走去，草薙紧随其后。  positive_prob: 0.363894  confidence: 0.191347  negative_prob: 0.636106  sentiment: 0.000000  
 原文:     这时，背后的汽车喇叭响了，回头一看，深蓝色的宝马开进了停车场。  positive_prob: 0.165746  confidence: 0.631675  negative_prob: 0.834254  sentiment: 0.000000  
 原文:     汤川笑脸相迎，在他的引导下，宝马停好了。  positive_prob: 0.821941  confidence: 0.604314  negative_prob: 0.178059  sentiment: 2.000000  
 原文:     从驾驶座上下来一位身材短小、六十岁左右的男子，他的体态很好，气色看起来也很不错。  positive_prob: 0.979979  confidence: 0.955510  negative_prob: 0.020021  sentiment: 2.000000  
 原文:     “木岛教授，国际会议怎么样？”汤川问。  positive_prob: 0.260903  confidence: 0.420215  negative_prob: 0.739097  sentiment: 0.000000  
 原文:     “还算可以，和以前开的都差不多，不过和那边好久不见的朋友们见面倒是挺好的。””会议连续三天，一定很累了吧。”  positive_prob: 0.624407  confidence: 0.165348  negative_prob: 0.375593  sentiment: 2.000000  
 原文:     “还行吧，就是有点长，有必要调整一下节奏。”  positive_prob: 0.390953  confidence: 0.131216  negative_prob: 0.609047  sentiment: 0.000000  
 原文:     汤川和木岛一起走，草薙跟在后面。  positive_prob: 0.234137  confidence: 0.479696  negative_prob: 0.765863  sentiment: 0.000000  
 原文:     “因为木岛教授不在，搞能源研究的这群人都有点寂寞呢。”  positive_prob: 0.310031  confidence: 0.311042  negative_prob: 0.689969  sentiment: 0.000000  
 原文:     “是我走了无拘无束吧！不过倒是有一个经常往宾馆给我打电话的人，麻烦死了。”  positive_prob: 0.118956  confidence: 0.735653  negative_prob: 0.881044  sentiment: 0.000000  
 原文:     “有什么急事吗？”  positive_prob: 0.205441  confidence: 0.543465  negative_prob: 0.794559  sentiment: 0.000000  
 原文:     “没有，没什么大不了的事，就是老问我天气，告诉我到了不熟悉的地方，雨天不要开车什么的，完全是对待老人的一副做派，不过倒真是很关照我。”  positive_prob: 0.228884  confidence: 0.491369  negative_prob: 0.771116  sentiment: 0.000000  
 原文:     “是谁啊，打这样的电话。”  positive_prob: 0.252231  confidence: 0.439487  negative_prob: 0.747769  sentiment: 0.000000  
 原文:     “是个年轻的小伙子，真是没办法。”虽然这样说，但木岛看起来还是心情不错。  positive_prob: 0.272633  confidence: 0.394149  negative_prob: 0.727367  sentiment: 0.000000  
 原文:     草薙想两人应该会坐电梯，但两人谁也没说，一同走上了了楼梯。术岛的步伐与他看起来六十多岁的外表相反，显得十分稳健。  positive_prob: 0.463000  confidence: 0.259991  negative_prob: 0.537000  sentiment: 1.000000  
 原文:     在途中与木岛教授道了别，汤川和草薙走进物理学院第十三研究室。  positive_prob: 0.603355  confidence: 0.118566  negative_prob: 0.396645  sentiment: 2.000000  
 原文:     “他是理工学院的领袖人物，”汤川说起木岛教授的事，“也有人说他是量子力学的领袖，现在是能源工学院的老大，只要是好学的学生，大部分都想接受他的指导。”  positive_prob: 0.592695  confidence: 0.094877  negative_prob: 0.407305  sentiment: 2.000000  
 原文:     “真厉害啊。”  positive_prob: 0.493763  confidence: 0.875255  negative_prob: 0.506237  sentiment: 1.000000  
 原文:     “最贴切的形容，”汤川说，“是理工学院的长岛茂雄说的。”  positive_prob: 0.584828  confidence: 0.077396  negative_prob: 0.415172  sentiment: 2.000000  
 原文:     “原来如此。”草薙笑着点头，的确是非常贴切的形容，“真是相当受欢迎啊，还有人打电话告诉他雨天不要驾驶。”  positive_prob: 0.615362  confidence: 0.145250  negative_prob: 0.384638  sentiment: 2.000000  
 原文:     “那个有点过了吧，打电话的到底是谁呢？”  positive_prob: 0.230702  confidence: 0.487329  negative_prob: 0.769298  sentiment: 0.000000  
 原文:     “还说因为是新车，别淋湿了什么的，有点嘲弄的意思在里面吧。”  positive_prob: 0.234185  confidence: 0.479589  negative_prob: 0.765815  sentiment: 0.000000  
 原文:     “啊，是啊。”在点头的一刹那，汤川的神情变了。他盯住一点，咬住嘴唇。  positive_prob: 0.700475  confidence: 0.334388  negative_prob: 0.299525  sentiment: 2.000000  
 原文:     “怎么了？”看着朋友异样的神情，草薙有点忐忑不安。  positive_prob: 0.178047  confidence: 0.604340  negative_prob: 0.821953  sentiment: 0.000000  
 原文:     汤川盯着他。  positive_prob: 0.477324  confidence: 0.546483  negative_prob: 0.522676  sentiment: 1.000000  
 原文:     “或许是……”他咕哝着冲出了房间。  positive_prob: 0.352278  confidence: 0.217161  negative_prob: 0.647722  sentiment: 0.000000  
 原文:     “啊，喂，究竟怎么了？”草薙追在后面。  positive_prob: 0.211414  confidence: 0.530191  negative_prob: 0.788586  sentiment: 0.000000  
 原文:     汤川跑过走廊，从楼梯飞奔下去。由于汤川平日坚持打羽毛球，因此有学者难以达到的敏捷速度，倒是草薙不停地喘气。  positive_prob: 0.285389  confidence: 0.365803  negative_prob: 0.714611  sentiment: 0.000000  
 原文:     汤川出了大楼，奔向停车场，跑到刚才木岛停放的宝马旁边，停了下来。  positive_prob: 0.438320  confidence: 0.025955  negative_prob: 0.561680  sentiment: 0.000000  
 原文:     草薙过了一会儿也赶到了，头上直冒汗。  positive_prob: 0.388857  confidence: 0.135873  negative_prob: 0.611143  sentiment: 0.000000  
 原文:     “到底是怎么回事啊？你给我解释解释。”  positive_prob: 0.136118  confidence: 0.697516  negative_prob: 0.863882  sentiment: 0.000000  
 原文:     汤川没有立刻回答，他蹲在车旁往里窥视。  positive_prob: 0.180035  confidence: 0.599922  negative_prob: 0.819965  sentiment: 0.000000  
 原文:     不久，他叹了口气，微微摇了摇头。  positive_prob: 0.200909  confidence: 0.553535  negative_prob: 0.799091  sentiment: 0.000000  
 原文:     “草薙，有点事求你。”  positive_prob: 0.236222  confidence: 0.475062  negative_prob: 0.763778  sentiment: 0.000000  
 原文:     “什么事？”  positive_prob: 0.222656  confidence: 0.505209  negative_prob: 0.777344  sentiment: 0.000000  
 原文:     ‘帮我把木岛教授叫来，快点。”  positive_prob: 0.466327  confidence: 0.326535  negative_prob: 0.533673  sentiment: 1.000000  
 原文:     “把教授叫来？为什么啊？”  positive_prob: 0.186968  confidence: 0.584516  negative_prob: 0.813032  sentiment: 0.000000  
 原文:     “这个我以后再解释，总之这是争分夺秒的事。”  positive_prob: 0.162326  confidence: 0.639276  negative_prob: 0.837674  sentiment: 0.000000  
 原文:     “明白了，教授的房间在哪里？”  positive_prob: 0.307738  confidence: 0.316138  negative_prob: 0.692262  sentiment: 0.000000  
 原文:     “四层的东端。你千万别让任何人看见！快把他带来。”  positive_prob: 0.190653  confidence: 0.576326  negative_prob: 0.809347  sentiment: 0.000000  
 原文:     “谁都不让看见？”  positive_prob: 0.133354  confidence: 0.703659  negative_prob: 0.866646  sentiment: 0.000000  
 原文:     “对！”汤川的眉间刻着深深的皱纹，“如果你想解决这个案件，就照我说的办！”  positive_prob: 0.509242  confidence: 0.815153  negative_prob: 0.490758  sentiment: 1.000000  
 原文:     8  positive_prob: 0.574912  confidence: 0.055361  negative_prob: 0.425088  sentiment: 2.000000  
 原文:     第二天午后，草薙又一次来到帝都大学。  positive_prob: 0.741319  confidence: 0.425153  negative_prob: 0.258681  sentiment: 2.000000  
 原文:     前一天晚上，他逮捕了松田武久。  positive_prob: 0.494841  confidence: 0.896819  negative_prob: 0.505159  sentiment: 1.000000  
 原文:     松田闯入在成城的术岛文夫家的停车场，在试图逃跑时被在那里监视的管警察抓获了。  positive_prob: 0.198988  confidence: 0.557805  negative_prob: 0.801012  sentiment: 0.000000  
 原文:     当时松田手上拿的是放在塑料袋里的金属块，它的太小正好能放在手上。  positive_prob: 0.406930  confidence: 0.095711  negative_prob: 0.593070  sentiment: 0.000000  
 原文:     被逮捕时，他对警察说：“千万不能靠近水，否则你会后悔一辈子的。”  positive_prob: 0.028632  confidence: 0.936373  negative_prob: 0.971368  sentiment: 0.000000  
 原文:     说这话大概是出于科学家的良知吧。  positive_prob: 0.311297  confidence: 0.308229  negative_prob: 0.688703  sentiment: 0.000000  
 原文:     松田的担心是多余的。那个金属块，和他所想的东西不一样。在逮捕他的两个小时之前，它已经被汤川替换过了。  positive_prob: 0.661633  confidence: 0.248073  negative_prob: 0.338367  sentiment: 2.000000  
 原文:     他潜入木岛宅邸偷出来的，只是用颜色涂过的黏土。  positive_prob: 0.202225  confidence: 0.550612  negative_prob: 0.797775  sentiment: 0.000000  
 原文:     “松田承认是他杀死了藤川。”草薙看着汤川疲惫的脸，说道。他看起来心情不太好。  positive_prob: 0.091094  confidence: 0.797569  negative_prob: 0.908906  sentiment: 0.000000  
 原文:     “我觉得他应该是很难对付的，但他在木岛老师家里被捕时似乎已经不抱什么希望了。”  positive_prob: 0.104367  confidence: 0.768074  negative_prob: 0.895633  sentiment: 0.000000  
 原文:     “他应该知道，即使抵抗也没有什么用。”  positive_prob: 0.284743  confidence: 0.367238  negative_prob: 0.715257  sentiment: 0.000000  
 原文:     “也许是。先不说这个。有很多地方还不是特别明白，而且，我也想听听你的看法。”  positive_prob: 0.126903  confidence: 0.717993  negative_prob: 0.873097  sentiment: 0.000000  
 原文:     “嗯。”  positive_prob: 0.483385  confidence: 0.667708  negative_prob: 0.516615  sentiment: 1.000000  
 原文:     汤川从椅子上站起来，努了一下下巴，是到这里来的意思，草薙跟在后面。  positive_prob: 0.300089  confidence: 0.333135  negative_prob: 0.699911  sentiment: 0.000000  
 原文:     书桌上放着个点心罐，里面似乎放的是水。  positive_prob: 0.238652  confidence: 0.469662  negative_prob: 0.761348  sentiment: 0.000000  
 原文:     汤川从别的桌子上拿起个油纸包，打开后，有一小勺白色的结晶物在里面。  positive_prob: 0.414784  confidence: 0.078257  negative_prob: 0.585216  sentiment: 0.000000  
 原文:     “离远点。”  positive_prob: 0.426610  confidence: 0.051977  negative_prob: 0.573390  sentiment: 0.000000  
 原文:     汤川说后，草薙退了数步。  positive_prob: 0.103482  confidence: 0.770041  negative_prob: 0.896519  sentiment: 0.000000  
 原文:     汤川接近点心罐，迅速将油纸里的东西放了进去，然后自己也从桌子附近走开了。  positive_prob: 0.534079  confidence: 0.318420  negative_prob: 0.465921  sentiment: 1.000000  
 原文:     那东西立即起了反应。从罐子里面冒出来的，刚开始是火焰。罐子伴随着激烈的声响往上跳了起来，里面的水也四处飞溅，其中的几滴还溅到了草薙那边。  positive_prob: 0.278377  confidence: 0.381383  negative_prob: 0.721623  sentiment: 0.000000  
 原文:     “好厉害啊。”草薙拿出手帕说。  positive_prob: 0.419826  confidence: 0.067054  negative_prob: 0.580174  sentiment: 0.000000  
 原文:     “威力无穷吧？这仅仅是很少的量。可能就是这个了吧。”  positive_prob: 0.121071  confidence: 0.730954  negative_prob: 0.878929  sentiment: 0.000000  
 原文:     “这是……”  positive_prob: 0.307592  confidence: 0.316463  negative_prob: 0.692408  sentiment: 0.000000  
 原文:     “是铀，”汤川说，“它就是湘南爆炸案的元凶。”  positive_prob: 0.433242  confidence: 0.037239  negative_prob: 0.566758  sentiment: 0.000000  
