原文: 第一章  预知梦  positive_prob: 0.539501  confidence: 0.209972  negative_prob: 0.460499  sentiment: 1.000000  
 原文:     草薙他们和坂本信彦的母亲富子在事务所的一个角落里相对而坐。坂本的父亲在事情发生后马上就病倒了，听说现在还在床上躺着。信彦的亲姐姐香奈子现在过来帮忙。  positive_prob: 0.528891  confidence: 0.422187  negative_prob: 0.471109  sentiment: 1.000000  
 原文:     “我们也真的不清楚，他为什么会说出那样的话，”富子一边用手绢擦眼泪，一边说，“我们想反正这样也不会给大家添麻烦，总比他被奇怪的女人迷得神魂颠倒要强，就没管他，谁知事情会变成这样……我真不知该说什么好……”  positive_prob: 0.016912  confidence: 0.962417  negative_prob: 0.983088  sentiment: 0.000000  
 原文:     “听说您儿子是从小学四年级开始提到森崎礼美这个名字的，那时候有没有什么奇怪的事情发生？”汤川问。他已经将自己的大学老师身份向坂本母女作了介绍，对自己研究过的很多不可思议的现象也作了说明。  positive_prob: 0.934220  confidence: 0.853821  negative_prob: 0.065781  sentiment: 2.000000  
 原文:     “这个……好像没什么特别的。”富子歪着头说。  positive_prob: 0.274715  confidence: 0.389523  negative_prob: 0.725285  sentiment: 0.000000  
 原文:     “那你有没有听到过森崎礼美这个名字？比如，从邻居、顾客那里听到。”  positive_prob: 0.353290  confidence: 0.214912  negative_prob: 0.646710  sentiment: 0.000000  
 原文:     “完全没听说过，我们家的顾客中也没有，我记得附近住户中也没有。所以对于信彦为什么对这个名字念念不忘，我也觉得不可意议。”  positive_prob: 0.187935  confidence: 0.582367  negative_prob: 0.812065  sentiment: 0.000000  
 原文:     “当时您儿子经常去什么地方玩？您还记不记得他经常去的店铺或者人家？”  positive_prob: 0.561576  confidence: 0.025725  negative_prob: 0.438424  sentiment: 2.000000  
 原文:     对于汤川的提问，富子只是皱着眉头，一副百思不得其解的样子。与其说是想不起来，倒不如说是她现在的精神状态不适合回忆过去吧。  positive_prob: 0.021482  confidence: 0.952262  negative_prob: 0.978518  sentiment: 0.000000  
 原文:     “这里有没有能帮助我们了解您儿子当时生活的物品，比如日记相册什么的？”  positive_prob: 0.693723  confidence: 0.319383  negative_prob: 0.306277  sentiment: 2.000000  
 原文:     听到汤川的问题，坐在稍远位置的香奈子接过了话茬：“有一个相册。”  positive_prob: 0.500476  confidence: 0.990478  negative_prob: 0.499524  sentiment: 1.000000  
 原文:     “能给我们看看吗？”  positive_prob: 0.263305  confidence: 0.414877  negative_prob: 0.736695  sentiment: 0.000000  
 原文:     “您稍等一下。”香奈子转身上了楼。  positive_prob: 0.404520  confidence: 0.101067  negative_prob: 0.595480  sentiment: 0.000000  
 原文:     富子在膝盖上小心地叠起手绢，手绢已经湿透了。  positive_prob: 0.235012  confidence: 0.477750  negative_prob: 0.764987  sentiment: 0.000000  
 原文:     “请问信彦要被判多久呢？”富子低头问。  positive_prob: 0.088430  confidence: 0.803489  negative_prob: 0.911570  sentiment: 0.000000  
 原文:     “还不太清楚，”草薙说，“如果只是私闯民宅还好说，可他又肇事逃逸……”  positive_prob: 0.071499  confidence: 0.841114  negative_prob: 0.928501  sentiment: 0.000000  
 原文:     “啊——”富子发出了一声绝望的叹息，“这个孩子为什么会做出那样的事来……他可是一个很善良的孩子啊！”  positive_prob: 0.051667  confidence: 0.885184  negative_prob: 0.948333  sentiment: 0.000000  
 原文:     草薙本想说“犯人家属都会这么说”，不过他还是把这句到嘴边的话给咽了下去。  positive_prob: 0.118184  confidence: 0.737369  negative_prob: 0.881816  sentiment: 0.000000  
 原文:     香奈子下来了，手里面掌着一本蓝色封皮的相册：“就是这个。”  positive_prob: 0.617876  confidence: 0.150836  negative_prob: 0.382124  sentiment: 2.000000  
 原文:     汤川接过相册，放在膝盖上翻开，草薙在旁边斜着眼看。最初一页是个男婴，光着身子坐在椅子上。  positive_prob: 0.302148  confidence: 0.328560  negative_prob: 0.697852  sentiment: 0.000000  
 原文:     “小学四年级时的照片大概在什么位置？”汤川边翻边问。  positive_prob: 0.363813  confidence: 0.191527  negative_prob: 0.636187  sentiment: 0.000000  
 原文:     “我记得这里面好像什么时候的照片都有。”香奈子说。  positive_prob: 0.794493  confidence: 0.543318  negative_prob: 0.205507  sentiment: 2.000000  
 原文:     的确如此，在每张照片旁边，都有“信彦  幼儿园毕业典礼”之类的注解。汤川打开了写着“信彦  小学四年级”那一页，上面贴着几张运动会和郊游的照片。  positive_prob: 0.458571  confidence: 0.171429  negative_prob: 0.541429  sentiment: 1.000000  
 原文:     “好像没发现什么特别有价值的照片。”草薙说。  positive_prob: 0.314175  confidence: 0.301834  negative_prob: 0.685825  sentiment: 0.000000  
 原文:     汤川脸色阴郁地点头。  positive_prob: 0.274565  confidence: 0.389857  negative_prob: 0.725435  sentiment: 0.000000  
 原文:     “当时最了解他的人，还是他的朋友吧？”草薙交替地看着富子和香奈子的脸。  positive_prob: 0.498502  confidence: 0.970039  negative_prob: 0.501498  sentiment: 1.000000  
 原文:     “嗯……不过，我觉得他没有一直都很亲密的朋友。”富子回答道。  positive_prob: 0.414110  confidence: 0.079756  negative_prob: 0.585890  sentiment: 0.000000  
 原文:     “是吗？”  positive_prob: 0.243616  confidence: 0.458630  negative_prob: 0.756384  sentiment: 0.000000  
 原文:     “对，他喜欢一个人玩。”  positive_prob: 0.526800  confidence: 0.463992  negative_prob: 0.473200  sentiment: 1.000000  
 原文:     原来如此，草薙点着头。  positive_prob: 0.403679  confidence: 0.102936  negative_prob: 0.596321  sentiment: 0.000000  
 原文:     这时，汤川捅着草薙的腰部：“喂，看这个！”  positive_prob: 0.330216  confidence: 0.266187  negative_prob: 0.669784  sentiment: 0.000000  
 原文:     “什么？”  positive_prob: 0.245770  confidence: 0.453845  negative_prob: 0.754230  sentiment: 0.000000  
 原文:     “这张照片，”汤川指着一张照片，旁边写着“信彦  小学二年级”。  positive_prob: 0.260240  confidence: 0.421689  negative_prob: 0.739760  sentiment: 0.000000  
 原文:     “这是小学二年级的呀。”  positive_prob: 0.551445  confidence: 0.003212  negative_prob: 0.448555  sentiment: 2.000000  
 原文:     “别管那个，赶紧看啊。”  positive_prob: 0.438116  confidence: 0.026409  negative_prob: 0.561884  sentiment: 0.000000  
 原文:     草薙看着汤川指的那张照片，年幼的信彦正站在路边，怀里抱着一个布娃娃。看到这个，草薙眼睛一亮：“啊，这不是？”  positive_prob: 0.049803  confidence: 0.889326  negative_prob: 0.950197  sentiment: 0.000000  
 原文:     “想起来了吗？”  positive_prob: 0.276900  confidence: 0.384667  negative_prob: 0.723100  sentiment: 0.000000  
 原文:     “当然想起来了，是那个娃娃。”  positive_prob: 0.628396  confidence: 0.174213  negative_prob: 0.371604  sentiment: 2.000000  
 原文:     毫无疑问，正是画在那本纪念册上的娃娃，原来那是属于坂本信彦的。不过一个男孩子有布娃娃倒是蛮稀奇的。  positive_prob: 0.690693  confidence: 0.312652  negative_prob: 0.309307  sentiment: 2.000000  
 原文:     “这是什么纪念品吗？”汤川问旁边的母女俩。  positive_prob: 0.197189  confidence: 0.561801  negative_prob: 0.802810  sentiment: 0.000000  
 原文:     “啊，这个啊，”香奈子好像想起了什么，“信彦小时候拿回来的，说是别人送给他的。妈妈，您也有印象吧？”  positive_prob: 0.516051  confidence: 0.678986  negative_prob: 0.483949  sentiment: 1.000000  
 原文:     “这个东西，好像是有吧。”富子仍然心不在焉。  positive_prob: 0.379865  confidence: 0.155855  negative_prob: 0.620135  sentiment: 0.000000  
 原文:     “现在还有吗？”汤川问。  positive_prob: 0.307148  confidence: 0.317450  negative_prob: 0.692852  sentiment: 0.000000  
 原文:     “没有了，”香奈子肯定地回答，“妈妈说不吉利，把它扔掉了。”  positive_prob: 0.051206  confidence: 0.886209  negative_prob: 0.948794  sentiment: 0.000000  
 原文:     “好像是这么回事。”  positive_prob: 0.268177  confidence: 0.404052  negative_prob: 0.731824  sentiment: 0.000000  
 原文:     “为什么说不吉利。”汤川接着问。  positive_prob: 0.122436  confidence: 0.727919  negative_prob: 0.877564  sentiment: 0.000000  
 原文:     “这附近有个女孩子被车轧死了  这娃娃是那女孩生前的宝贝。听信彦说，他以前经常和那个女孩在公园玩，女孩的父亲就把这个给了他。”  positive_prob: 0.613442  confidence: 0.140983  negative_prob: 0.386558  sentiment: 2.000000  
 原文:     富子像是突然想起来似的点点头：“你这么一说，我也想起来了，还真有那么回事。”  positive_prob: 0.193261  confidence: 0.570530  negative_prob: 0.806739  sentiment: 0.000000  
 原文:     “您知道那个女孩的名字吗？”  positive_prob: 0.218154  confidence: 0.515214  negative_prob: 0.781846  sentiment: 0.000000  
 原文:     香奈子摇头：“想不起来了，也说不定，他根本就没有告诉过我们。”  positive_prob: 0.239544  confidence: 0.467680  negative_prob: 0.760456  sentiment: 0.000000  
 原文:     汤川点点头，一时陷入了沉思，草薙想象不到此时此刻他脑中在翻腾着什么。  positive_prob: 0.231302  confidence: 0.485997  negative_prob: 0.768698  sentiment: 0.000000  
 原文:     过一会儿，汤川终于抬起头，对母女俩说：“你们的话很有参考价值，多谢了。”他又催草薙：“我们走吧。”  positive_prob: 0.149629  confidence: 0.667491  negative_prob: 0.850371  sentiment: 0.000000  
 原文:     “我很想找到那个娃娃的主人，一回到车上，汤川说，“有没有什么办法能找到呢？”  positive_prob: 0.701988  confidence: 0.337752  negative_prob: 0.298012  sentiment: 2.000000  
 原文:     “想找的话，不会找不到吧，查查以前的交通事故记录就行了。不过你得跟我说说这是怎么一回事。”  positive_prob: 0.076151  confidence: 0.830774  negative_prob: 0.923849  sentiment: 0.000000  
 原文:     “现在还不能下断言，不过我想，那个娃娃很可能和坂本的预知梦有关系。”  positive_prob: 0.392521  confidence: 0.127732  negative_prob: 0.607479  sentiment: 0.000000  
 原文:     “比如说，死去女孩子的灵魂附在了那个娃娃的身上？”牧田从后面插话。  positive_prob: 0.468864  confidence: 0.377273  negative_prob: 0.531136  sentiment: 1.000000  
 原文:     一向不相信这类说法的汤川严肃地点了点头：“对，有可能是这么回事。”  positive_prob: 0.094912  confidence: 0.789084  negative_prob: 0.905088  sentiment: 0.000000  
 原文:     “喂，你能不能认真一点啊。”  positive_prob: 0.462057  confidence: 0.241142  negative_prob: 0.537943  sentiment: 1.000000  
 原文:     “我当然是认真的。”  positive_prob: 0.723866  confidence: 0.386369  negative_prob: 0.276134  sentiment: 2.000000  
 原文:     “没有正当理由的话，我们是没法行动的。查交通事故记录必须有相应的说明。”  positive_prob: 0.112861  confidence: 0.749198  negative_prob: 0.887139  sentiment: 0.000000  
 原文:     听了草薙的话，汤川面对着正前方，大口地做着深呼吸。  positive_prob: 0.499140  confidence: 0.982801  negative_prob: 0.500860  sentiment: 1.000000  
 原文:     “那你们不必勉强，我无所谓，我才不管预知梦的谜底能不能解开呢。”  positive_prob: 0.281737  confidence: 0.373917  negative_prob: 0.718263  sentiment: 0.000000  
 原文:     “你在威胁我们吗？”  positive_prob: 0.138265  confidence: 0.692745  negative_prob: 0.861735  sentiment: 0.000000  
 原文:     “我可没那么想，我只是告诉你，现在还无法下任何定论。”  positive_prob: 0.199793  confidence: 0.556015  negative_prob: 0.800207  sentiment: 0.000000  
 原文:     草薙叹了口气，他知道如果这个男人甩手走开的话，自己就无计可施了。  positive_prob: 0.274081  confidence: 0.390931  negative_prob: 0.725919  sentiment: 0.000000  
 原文:     “我知道了，我会想办法调查的。”  positive_prob: 0.414307  confidence: 0.079318  negative_prob: 0.585693  sentiment: 0.000000  
 原文:     “包括那个父亲的情况。”  positive_prob: 0.412584  confidence: 0.083146  negative_prob: 0.587416  sentiment: 0.000000  
 原文:     “哪个父亲？”  positive_prob: 0.351001  confidence: 0.219999  negative_prob: 0.648999  sentiment: 0.000000  
 原文:     “刚才不是说了吗，给坂本信彦娃娃的，在事故中去世的女孩子的父亲。”  positive_prob: 0.252749  confidence: 0.438336  negative_prob: 0.747251  sentiment: 0.000000  
 原文:     “是。”  positive_prob: 0.431381  confidence: 0.041375  negative_prob: 0.568619  sentiment: 0.000000  
 原文:     草薙开动了车子。如果听到有灵魂附在娃娃身上这样的事，上司会有什么样的表情呢？想到这些，他既感到几分恐怖又抱有几分期待。  positive_prob: 0.281692  confidence: 0.374017  negative_prob: 0.718308  sentiment: 0.000000  
 原文:     两天后，草薙给汤川打电话。  positive_prob: 0.344489  confidence: 0.234469  negative_prob: 0.655511  sentiment: 0.000000  
 原文:     “娃娃的主人找到了。”  positive_prob: 0.706012  confidence: 0.346693  negative_prob: 0.293988  sentiment: 2.000000  
 原文:     “干得不错，想夸奖你一下呢，不过想想这也是你们份内的工作，还是算了。”  positive_prob: 0.503618  confidence: 0.927633  negative_prob: 0.496382  sentiment: 1.000000  
 原文:     “这个工作可不那么简单啊，对上级解释费尽了周折，调查以前的事故记录也很不容易啊。”  positive_prob: 0.431370  confidence: 0.041401  negative_prob: 0.568630  sentiment: 0.000000  
 原文:     “这么做不也是为你们自己吗。那么结果如何呢？”  positive_prob: 0.076745  confidence: 0.829455  negative_prob: 0.923255  sentiment: 0.000000  
 原文:     “从结论来看，恐怕你的希望要落空了。”  positive_prob: 0.195910  confidence: 0.564645  negative_prob: 0.804090  sentiment: 0.000000  
 原文:     “是吗，此话怎讲？”  positive_prob: 0.174564  confidence: 0.612079  negative_prob: 0.825436  sentiment: 0.000000  
 原文:     “女孩名叫樱井真子，既不是森崎，也不是礼美。”  positive_prob: 0.263248  confidence: 0.415005  negative_prob: 0.736752  sentiment: 0.000000  
 原文:     “这样啊，太遗憾了。”汤川的语气难掩失落。  positive_prob: 0.291811  confidence: 0.351532  negative_prob: 0.708189  sentiment: 0.000000  
 原文:     “不过也没什么可遗憾的。”  positive_prob: 0.426442  confidence: 0.052351  negative_prob: 0.573558  sentiment: 0.000000  
 原文:     “我的信念是不抱没有根据的期待。对了，你调查那个父亲的情况了吗？”  positive_prob: 0.157129  confidence: 0.650825  negative_prob: 0.842871  sentiment: 0.000000  
 原文:     “调查了。事故当时，他住在坂本家附近，现在好像已经搬走了，并且改行做了设计师。”  positive_prob: 0.330743  confidence: 0.265015  negative_prob: 0.669257  sentiment: 0.000000  
 原文:     “设计师？服装设计师吗？”  positive_prob: 0.251884  confidence: 0.440257  negative_prob: 0.748116  sentiment: 0.000000  
 原文:     “不，好像是插图和书籍装帧。”  positive_prob: 0.203286  confidence: 0.548253  negative_prob: 0.796714  sentiment: 0.000000  
 原文:     “那他是在家里工作了？”  positive_prob: 0.334044  confidence: 0.257681  negative_prob: 0.665956  sentiment: 0.000000  
 原文:     “这个嘛，倒没调查……怎么了？”  positive_prob: 0.073362  confidence: 0.836973  negative_prob: 0.926638  sentiment: 0.000000  
 原文:     汤川没有回答，在电话那边陷入了沉思。  positive_prob: 0.505054  confidence: 0.898928  negative_prob: 0.494946  sentiment: 1.000000  
 原文:     “喂，汤川！喂，怎么不说话……”草薙焦急地呼叫着。  positive_prob: 0.307999  confidence: 0.315559  negative_prob: 0.692001  sentiment: 0.000000  
 原文:     “我看清了！”  positive_prob: 0.357463  confidence: 0.205637  negative_prob: 0.642537  sentiment: 0.000000  
 原文:     “什么？什么意思？”  positive_prob: 0.113581  confidence: 0.747597  negative_prob: 0.886419  sentiment: 0.000000  
 原文:     “我看清了整个事件的轮廓！从现在起，草薙刑警大人有一件事要做。”  positive_prob: 0.349781  confidence: 0.222710  negative_prob: 0.650219  sentiment: 0.000000  
 原文:     “什么事？”  positive_prob: 0.222656  confidence: 0.505209  negative_prob: 0.777344  sentiment: 0.000000  
 原文:     “调查一下事故发生时的情况，尽量把女孩子父亲当时的生活状况调查清楚，这样一来，森崎礼美这个名字就肯定会出现。”  positive_prob: 0.654869  confidence: 0.233041  negative_prob: 0.345131  sentiment: 2.000000  
 原文:     由于只是单方面地被吩咐，草薙有些丈二和尚摸不着头脑。  positive_prob: 0.221287  confidence: 0.508252  negative_prob: 0.778714  sentiment: 0.000000  
 原文:     “好了好了，不要总是你一个人明白，把你大致弄明白的轮廓也讲给我听听吧。这是我代表警方的命令。”  positive_prob: 0.483440  confidence: 0.668805  negative_prob: 0.516560  sentiment: 1.000000  
 原文:     “你这也太较真了吧。”汤川嗤嗤地窃笑着。  positive_prob: 0.238393  confidence: 0.470237  negative_prob: 0.761607  sentiment: 0.000000  
 原文:     “不过偶尔听听你这种蛮横的话也算是一种调剂。好吧，我们找个地方慢慢谈吧。听完之后你再决定是否行动也不迟。”汤川又回到了认真的口吻。  positive_prob: 0.476552  confidence: 0.531047  negative_prob: 0.523448  sentiment: 1.000000  
 原文:     “如果我的推理正确的话，整个事件就要颠倒过来了。”  positive_prob: 0.514613  confidence: 0.707741  negative_prob: 0.485387  sentiment: 1.000000  
 原文:     “口气不小啊，有那么让人吃惊吗？”  positive_prob: 0.128361  confidence: 0.714754  negative_prob: 0.871639  sentiment: 0.000000  
 原文:     “我想你会吃惊的，至少有那么一点点。”话是玩笑话，但是声音却很严肃。  positive_prob: 0.532012  confidence: 0.359764  negative_prob: 0.467988  sentiment: 1.000000  
 原文:     几十分钟后，草薙和汤川在帝都大学旁边的咖啡店见了面。在最里面那张桌子旁，物理学家向刑警披露了自己的推理。  positive_prob: 0.194418  confidence: 0.567960  negative_prob: 0.805582  sentiment: 0.000000  
 原文:     他的话的确令人震惊不已。  positive_prob: 0.204568  confidence: 0.545404  negative_prob: 0.795432  sentiment: 0.000000  
 原文:     他的话的确令人震惊不已。  positive_prob: 0.204568  confidence: 0.545404  negative_prob: 0.795432  sentiment: 0.000000  
 原文:     7  positive_prob: 0.543930  confidence: 0.121398  negative_prob: 0.456070  sentiment: 1.000000  
 原文:     草薙来到森崎家门口时，正赶上由美子开门准备外出。她马上注意到了眼前的刑警，露出不解的表情。草薙点头跟她打招呼。  positive_prob: 0.772035  confidence: 0.493412  negative_prob: 0.227965  sentiment: 2.000000  
 原文:     由美子四下看了看，来到门口。  positive_prob: 0.676676  confidence: 0.281502  negative_prob: 0.323324  sentiment: 2.000000  
 原文:     “有什么事吗？”  positive_prob: 0.186454  confidence: 0.585657  negative_prob: 0.813546  sentiment: 0.000000  
 原文:     “有件事情想请教一下，您要出门吗？”  positive_prob: 0.181208  confidence: 0.597315  negative_prob: 0.818792  sentiment: 0.000000  
 原文:     “嗯，我正准备出去购物。”  positive_prob: 0.691625  confidence: 0.314723  negative_prob: 0.308375  sentiment: 2.000000  
 原文:     “如果您不着急的话，能占用您几分钟时间吗？”  positive_prob: 0.112983  confidence: 0.748927  negative_prob: 0.887017  sentiment: 0.000000  
 原文:     “哦，”由美子东张西望了一番，最后挤出笑脸点了点头，“可以，请进来吧。家里比较乱，还请见凉。”  positive_prob: 0.571032  confidence: 0.046737  negative_prob: 0.428968  sentiment: 2.000000  
 原文:     草薙说声打扰了，低头进屋。  positive_prob: 0.268276  confidence: 0.403831  negative_prob: 0.731724  sentiment: 0.000000  
 原文:     由美子说家里很乱，实际上摆放着皮沙发的客厅收拾得干干净净，所有物品都放在该放的地方，一些高档的装饰品点缀其间，恰到好处地显明了主人的身份。  positive_prob: 0.892269  confidence: 0.760599  negative_prob: 0.107731  sentiment: 2.000000  
 原文:     草薙猜想，可能是作为一家之主的敏夫比较挑剔吧，事实上森崎敏夫就是这种类型的人。  positive_prob: 0.316588  confidence: 0.296470  negative_prob: 0.683412  sentiment: 0.000000  
 原文:     虽然草薙告诉女主人不用客气，由美子还是端来了红茶和曲奇。可能不管对什么样的客人，她都会做到彬彬有礼吧。  positive_prob: 0.520559  confidence: 0.588815  negative_prob: 0.479441  sentiment: 1.000000  
 原文:     草薙啜了一口红茶，这是他从未品尝过的味道，有股特别的香气。他暗自猜想，是不是只给特别的客人才上这种茶。  positive_prob: 0.250322  confidence: 0.443728  negative_prob: 0.749678  sentiment: 0.000000  
 原文:     “真好喝。”他坦率地说。  positive_prob: 0.829980  confidence: 0.622178  negative_prob: 0.170020  sentiment: 2.000000  
 原文:     “不好意思，您想说的到底是什么事呢？”  positive_prob: 0.334306  confidence: 0.257097  negative_prob: 0.665694  sentiment: 0.000000  
 原文:     草薙坐正姿势，把杯子放回桌面，心想以后再也喝不到这种红茶了。  positive_prob: 0.124718  confidence: 0.722849  negative_prob: 0.875282  sentiment: 0.000000  
 原文:     “以前我对您说过，坂本信彦家住江东区木场，是吧？”  positive_prob: 0.159090  confidence: 0.646467  negative_prob: 0.840910  sentiment: 0.000000  
 原文:     “是的。”  positive_prob: 0.486108  confidence: 0.722167  negative_prob: 0.513892  sentiment: 1.000000  
 原文:     当时我还问您有没有去过那附近，坂本从小就把您女儿的名字挂在嘴边，我想，他是不是和您的家有什么关系。当时您明确回答，没去过，是吧？”  positive_prob: 0.064889  confidence: 0.855802  negative_prob: 0.935111  sentiment: 0.000000  
 原文:     由美子沉默地点了点头，眼神中流露出不安。  positive_prob: 0.551762  confidence: 0.003915  negative_prob: 0.448238  sentiment: 2.000000  
 原文:     “夫人，”草薙盯着对方的眼睛，“现在，您还能那么肯定地说您没去过吗？”  positive_prob: 0.109682  confidence: 0.756262  negative_prob: 0.890318  sentiment: 0.000000  
 原文:     “我不懂……您想说什么？”  positive_prob: 0.163806  confidence: 0.635986  negative_prob: 0.836194  sentiment: 0.000000  
 原文:     “那您还记得这个名字吗？”草薙慢慢取出记事本，打开，事实上没有这个必要，因为那名字早己刻入了他的脑海，“他叫樱井努。”  positive_prob: 0.403014  confidence: 0.104413  negative_prob: 0.596986  sentiment: 0.000000  
 原文:     由美子的眼睛一瞬间瞪得大大的，脸色发白，像失去了血色。  positive_prob: 0.099906  confidence: 0.777986  negative_prob: 0.900094  sentiment: 0.000000  
 原文:     “您记得吧？”草薙重复问了一遍。  positive_prob: 0.328217  confidence: 0.270629  negative_prob: 0.671783  sentiment: 0.000000  
 原文:     “不，”她摇头，“我不认识这个人。”  positive_prob: 0.105889  confidence: 0.764691  negative_prob: 0.894111  sentiment: 0.000000  
 原文:     草薙点点头，他已经料到她不会那么痛快地承认。  positive_prob: 0.186721  confidence: 0.585064  negative_prob: 0.813279  sentiment: 0.000000  
 原文:     “樱井如今在千叶开了一家设计事务所，还是单身。”  positive_prob: 0.388353  confidence: 0.136992  negative_prob: 0.611646  sentiment: 0.000000  
 原文:     “我不懂你在说什么，我不是告诉你我不认担那个人吗？！”  positive_prob: 0.040887  confidence: 0.909139  negative_prob: 0.959113  sentiment: 0.000000  
 原文:     “樱井他，”草薙继续说，“已经承认了你和他的关系。”  positive_prob: 0.287421  confidence: 0.361286  negative_prob: 0.712579  sentiment: 0.000000  
 原文:     像是电池没电了一样，由美子一瞬间僵硬了，她那看着空中的眼睛开始充血。  positive_prob: 0.390459  confidence: 0.132314  negative_prob: 0.609541  sentiment: 0.000000  
 原文:     “20多年前，在距离坂本电工商店步行大约5分钟的一幢公寓里，住着一个设计师，他就是樱井努。他妻子因病去世，他和女儿一起生括。当时有一个女子，每周都去他的家里，那人就是你。”草薙一口气说了下来，为的是告诉她，他已经将所有情况都调查得清二楚了。  positive_prob: 0.834148  confidence: 0.631441  negative_prob: 0.165852  sentiment: 2.000000  
 原文:     其实，樱井并没有很快承认所有的事，最开始，他一口咬定自己不记得森崎这个名字，正是由于他的强烈否定太不自然，草薙更加肯定了自己的猜想。  positive_prob: 0.738979  confidence: 0.419954  negative_prob: 0.261021  sentiment: 2.000000  
 原文:     樱井态度发生动摇，是在草薙指出他和森崎由美子的关系之后。草薙通过调查得知，樱井曾在文化培训班教课，其中一个学生叫森崎由美子。参加那个关于书籍装帧讲座的只有几名学生。讲座慢慢持续了半年，并且有很多次，只有森崎由美子一个人来听课，樱井不可能不记得她。  positive_prob: 0.368198  confidence: 0.181781  negative_prob: 0.631801  sentiment: 0.000000  
 原文:     由美子的脸颊扭曲了，可能是她极力想做出笑脸的原困吧。  positive_prob: 0.460438  confidence: 0.208758  negative_prob: 0.539562  sentiment: 1.000000  
 原文:     “为什么，”她呻吟着，“为什么现在还要提那件事……那件很久以前的事。”  positive_prob: 0.224679  confidence: 0.500713  negative_prob: 0.775321  sentiment: 0.000000  
 原文:     “因为它和现在的案件有密切的关系，这一点您应该最清楚。”  positive_prob: 0.543932  confidence: 0.121359  negative_prob: 0.456068  sentiment: 1.000000  
 原文:     “您在说什么，我根本……”  positive_prob: 0.103175  confidence: 0.770723  negative_prob: 0.896825  sentiment: 0.000000  
 原文:     “你应该还记得樱井真子吧，就是樱井先生的女儿。听说真子很喜欢你，没错吧？她总是抱着你送给她的布娃娃。”  positive_prob: 0.817809  confidence: 0.595132  negative_prob: 0.182191  sentiment: 2.000000  
 原文:     听到布娃娃，由美子的表情又发生了变化，像是一下子失掉了全部的力气。草薙感觉她已经败下阵来了。  positive_prob: 0.444095  confidence: 0.013121  negative_prob: 0.555905  sentiment: 0.000000  
 原文:     “真子还给娃娃起了名字，这你应该知道吧？没错，就是礼美。而且她还觉得礼美应该有姓，但不能姓樱井。对真子来说，礼美就是每周来看她的温柔可亲的阿姨的孩子，昕以，娃娃叫森崎礼美。”  positive_prob: 0.965600  confidence: 0.923556  negative_prob: 0.034400  sentiment: 2.000000  
 原文:     由美子低下了头，肩膀开始轻微地颤栗。  positive_prob: 0.302746  confidence: 0.327231  negative_prob: 0.697254  sentiment: 0.000000  
 原文:     “你还记得真子被车撞死的事吧？那以后的几年里，你和樱井一直保持着关系，但最终还是分手了，我想，是因为你怀孕了吧？”  positive_prob: 0.384406  confidence: 0.145764  negative_prob: 0.615594  sentiment: 0.000000  
 原文:     由美子什么也没回答，草薙把这理解为默认。  positive_prob: 0.113509  confidence: 0.747758  negative_prob: 0.886491  sentiment: 0.000000  
 原文:     “你生下一个女孩子，我不清楚她是你丈夫的孩子，还是你的情人樱井的孩子，但关键是，你给孩子取的名字——礼美就是那个娃娃的名字。”  positive_prob: 0.623491  confidence: 0.163313  negative_prob: 0.376509  sentiment: 2.000000  
 原文:     草薙的嗓子渴了，不过他没将手伸向茶杯，他继续说着。  positive_prob: 0.564304  confidence: 0.031787  negative_prob: 0.435696  sentiment: 2.000000  
 原文:     “我不知道你为什么给她取这个名字，或许你有特殊的想法，或许只是觉得这个名字好听而已。总之继承了娃娃名字的森崎礼美16年来健康地成长着。在这期间，你和樱井一次也没见过，以前出轨的事实被成功地掩盖了——你应该也是这么想的吧。不料你眼前突然出现了一个意外之人，他就是坂本信彦。”  positive_prob: 0.178496  confidence: 0.603343  negative_prob: 0.821504  sentiment: 0.000000  
 原文:     由美子继续沉默着，自始至终一动不动，像是下定了决心要听到最后的样子。  positive_prob: 0.703817  confidence: 0.341814  negative_prob: 0.296183  sentiment: 2.000000  
 原文:     “当你从礼美那里得知坂本的住址，以及坂本坚持说自己在十几年前就知道森崎礼美这个名字时，你肯定浑身冰冷。你的直觉告诉你，坂本一定和樱井父女有什么关系，并且你的直觉是正确的。”  positive_prob: 0.886280  confidence: 0.747289  negative_prob: 0.113720  sentiment: 2.000000  
 原文:     接下来，草薙讲起坂本和樱井真子的娃娃之间的渊源。由美子第一次听说这些事，表情又吃惊又绝望。  positive_prob: 0.446905  confidence: 0.006877  negative_prob: 0.553095  sentiment: 0.000000  
 原文:     “坂本是从樱井真子那里知道娃娃的名字的，这应该很容易猜到。可他妈妈却把娃娃给扔了，当时一定对他的打击很大，不过，年幼的他不久就把娃娃的事忘记了。两年后的某一天，他突然想起了娃娃的名字，“モリサキレミ”（森崎札美的片假名写法——译者注），我猜是这个名字撼动了他心灵的某处，结果，他坚信，有叫这个名字的女孩子存在，他和她之间由一条无形的纽带连接在一起，他又试着给‘モリサキレミ’填上了汉字，森崎礼美，这和你女儿的名字一样，我想这也没有什么好奇怪的，听到‘モリサキレミ’，很多人都会想起这几个汉字吧。”  positive_prob: 0.839989  confidence: 0.644421  negative_prob: 0.160011  sentiment: 2.000000  
