原文: 第五章  脱离  positive_prob: 0.485962  confidence: 0.719247  negative_prob: 0.514038  sentiment: 1.000000  
 原文:     ‘那个，今天警察局还来人了，似乎他们也特别感兴趣……嗯，当然只要有版面的话我写多少都可以。我已经把它按日记的形式整理好了。”上村的说话声很清晰地传出来，“从杉井那里获得的情报，我们这里……嗯，拜托了！你能给我介绍个很了解这个的人吗？研究特异现象的专家啊，这个领域的专业人士什么的……啊，那真是太好了，那就拜托了……好……好，我明白。”接完电话，上村又回来了，草薙发现他好像还在用鼻子哼着小调。  positive_prob: 0.924379  confidence: 0.831954  negative_prob: 0.075621  sentiment: 2.000000  
 原文:     “这件事被哪家媒体报道了？”草薙问。  positive_prob: 0.152841  confidence: 0.660354  negative_prob: 0.847159  sentiment: 0.000000  
 原文:     “我认识的一家杂志社。”上村说，“啊，对啦，在你们警察采取行动来调查杉并的案件之前，我就已经把这幅画给他看了，你们也可以去问一下那家杂志社的编辑，这样你们就会搞清楚了。”  positive_prob: 0.347743  confidence: 0.227239  negative_prob: 0.652257  sentiment: 0.000000  
 原文:     “我说上村先生，你能不能等等再把这件事公开啊？”  positive_prob: 0.180862  confidence: 0.598084  negative_prob: 0.819138  sentiment: 0.000000  
 原文:     “哦？为什么呢？”  positive_prob: 0.412942  confidence: 0.082351  negative_prob: 0.587058  sentiment: 0.000000  
 原文:     “因为……”  positive_prob: 0.358916  confidence: 0.202409  negative_prob: 0.641084  sentiment: 0.000000  
 原文:     “目前，你们警察不是没有把我儿子所说的话作为搜查的参考资料吗？你们诸位今天来的目的，不也只是想确认一下忠广是不是产生了什么错觉吗？所以无论我在哪里写了些什么，和你们不是都没有关系吗？可是话又说回来，如果你把我儿子的话和其他的证词平等对待，那么我也可以稍稍考虑一下不公开它。”  positive_prob: 0.029372  confidence: 0.934728  negative_prob: 0.970628  sentiment: 0.000000  
 原文:     “这个我可做不了主，我要和上司商量一下。”  positive_prob: 0.267271  confidence: 0.406064  negative_prob: 0.732729  sentiment: 0.000000  
 原文:     “商量不商量都一样，我早就知道结果了。”上村“砰’的一声把窗户差上，眼神交替着看了看草薙和汤川的脸，“你们还有什么别的问题吗？如果是在相信我儿子的基础上，无论问多少问题，我都会回答你们的，但如果你们是想指责我骗人什么的，就请回吧！”虽然他的脸上还浮现着笑容，但是眼里明显闪烁着挑衅的光芒。  positive_prob: 0.017640  confidence: 0.960800  negative_prob: 0.982360  sentiment: 0.000000  
 原文:     “你是说，还有个女士和你起看到画的，是吧？”汤川说，“就是那个叫竹田的吧，你能告诉我们她的联系方式吗？”  positive_prob: 0.152216  confidence: 0.661742  negative_prob: 0.847784  sentiment: 0.000000  
 原文:     “当然可以告诉你啦，她就在附近，你们最好现在就去。你们随便调查好了。”说完，上村从旁边的书架上取出便笺纸和圆珠笔，开始画张看起来很复杂的地图。  positive_prob: 0.507982  confidence: 0.840366  negative_prob: 0.492018  sentiment: 1.000000  
 原文:     “我服了，彻底被他弄晕了。”从上村的房间里出来后，草薙一脸痛苦地说。  positive_prob: 0.025104  confidence: 0.944214  negative_prob: 0.974896  sentiment: 0.000000  
 原文:     “你别太往心里去，那个男人本来就知道警察根本不会认真搭理他。他仍然要给你们写信，就是想达到引起警方注意的效果。此外他写的那个灵魂出窍的报道也只是哗众取笼。”汤川语气冰冷地说。  positive_prob: 0.012561  confidence: 0.972086  negative_prob: 0.987439  sentiment: 0.000000  
 原文:     “就是说我们被利用了？”  positive_prob: 0.184950  confidence: 0.588999  negative_prob: 0.815050  sentiment: 0.000000  
 原文:     “确切地说，是这样的。”  positive_prob: 0.363430  confidence: 0.192379  negative_prob: 0.636570  sentiment: 0.000000  
 原文:     听了汤川的话，草薙边走边低头沉思。  positive_prob: 0.629723  confidence: 0.177163  negative_prob: 0.370277  sentiment: 2.000000  
 原文:     “喂，真的有灵魂出壳那样的事吗？”  positive_prob: 0.225739  confidence: 0.498357  negative_prob: 0.774261  sentiment: 0.000000  
 原文:     “不知道，我觉得根据目前收集到的情报，还得不出这么个结论。”  positive_prob: 0.349429  confidence: 0.223492  negative_prob: 0.650571  sentiment: 0.000000  
 原文:     “我们收集到的情报是从上村父子俩的房间里无法看到Mini Cooper车，而目上村忠广最近一步也没有离开家。”  positive_prob: 0.413981  confidence: 0.080041  negative_prob: 0.586019  sentiment: 0.000000  
 原文:     “这些情报是否属实，还需要验证一下，”汤川停下脚步指了指旁边。  positive_prob: 0.131566  confidence: 0.707632  negative_prob: 0.868434  sentiment: 0.000000  
 原文:     他指的方向是食品加工厂。加工厂周围围着栅栏，有一台拖拉机正从一个类似常用门的地方开出来。  positive_prob: 0.387802  confidence: 0.138218  negative_prob: 0.612198  sentiment: 0.000000  
 原文:     “你不是说即使大门都开着，从公寓的房间里也看不见堤坝吗？”草薙说。  positive_prob: 0.060114  confidence: 0.866414  negative_prob: 0.939886  sentiment: 0.000000  
 原文:     汤川微微地叹了口气：“那就没有整理这些消息的必要了？”  positive_prob: 0.104276  confidence: 0.768275  negative_prob: 0.895724  sentiment: 0.000000  
 原文:     “知道啦，还是调查一下的好。”草薙朝常用门的方向走去。  positive_prob: 0.346833  confidence: 0.229259  negative_prob: 0.653167  sentiment: 0.000000  
 原文:     在一个好像是门卫室的地方，他们亮明身份后，说想见见工厂的负责人。可以算得上是老人的门卫，慌慌张张地给哪里打了个电话，然后问：“你们有什么事呢？”  positive_prob: 0.070443  confidence: 0.843460  negative_prob: 0.929557  sentiment: 0.000000  
 原文:     “调查案件。”草薙补充道，“杀人案。”  positive_prob: 0.216658  confidence: 0.518538  negative_prob: 0.783342  sentiment: 0.000000  
 原文:     “杀人”这个字眼真奏效，门卫的驼背一下就挺直了。  positive_prob: 0.402815  confidence: 0.104855  negative_prob: 0.597185  sentiment: 0.000000  
 原文:     他们在门卫室等了一会儿，来了一个五十岁左右的胖男人，自己介绍说是这个工厂的厂长，名叫中上。他似乎很紧张，米色帽子的边缘都渗出汗水来了。  positive_prob: 0.820000  confidence: 0.599999  negative_prob: 0.180000  sentiment: 2.000000  
 原文:     草薙问：“7月22日工厂的大门全都打开了吗？”听到这个问题，中上皱着眉头问，“您为什么要问这个问题呢，这和杀人案有什么关系吗？”  positive_prob: 0.025397  confidence: 0.943561  negative_prob: 0.974603  sentiment: 0.000000  
 原文:     “这是我们调查上的机密。到底开没开？”  positive_prob: 0.152056  confidence: 0.662098  negative_prob: 0.847944  sentiment: 0.000000  
 原文:     中上没有马上回答，他的表情好像是在揣测警察的真实意图。然后，他回答道：“没有，我们没打开。”  positive_prob: 0.038519  confidence: 0.914401  negative_prob: 0.961480  sentiment: 0.000000  
 原文:     “真的吗？”  positive_prob: 0.350080  confidence: 0.222044  negative_prob: 0.649920  sentiment: 0.000000  
 原文:     “是的，我们外面的大门基本都是开着的，但是里面的大门只有在搬运生产机器的特殊时候才打开。”他平静地说。  positive_prob: 0.322514  confidence: 0.283303  negative_prob: 0.677486  sentiment: 0.000000  
 原文:     “是吗，在百忙之中打扰你了，真是不好意思。”草薙和汤川告辞了。  positive_prob: 0.520595  confidence: 0.588108  negative_prob: 0.479405  sentiment: 1.000000  
 原文:     忽然，汤川不见了踪影，草薙沿着栅拦走过去一看，发现这位物理学家正在垃圾箱里淘宝。准确地说，那并不是垃圾箱，而是食品工厂废弃物堆放地。  positive_prob: 0.142623  confidence: 0.683059  negative_prob: 0.857377  sentiment: 0.000000  
 原文:     “你在干吗？”草薙问。  positive_prob: 0.277378  confidence: 0.383605  negative_prob: 0.722622  sentiment: 0.000000  
 原文:     “我发现了个有趣的东西。”汤川把一样东西拿给草薙看。  positive_prob: 0.377055  confidence: 0.162101  negative_prob: 0.622945  sentiment: 0.000000  
 原文:     那是一只运动鞋，好像被什么切断了，鞋的后半部分不见了。  positive_prob: 0.252268  confidence: 0.439403  negative_prob: 0.747731  sentiment: 0.000000  
 原文:     “这有趣啊？难道说被切断了有趣？”草薙问。  positive_prob: 0.581385  confidence: 0.069746  negative_prob: 0.418614  sentiment: 2.000000  
 原文:     “你好好看看，这不是被切断的，而且好像出不是被扯断的，这横断面很有趣。”汤川从地上捡起一个塑料袋，把那只坏鞋装了进去。  positive_prob: 0.021996  confidence: 0.951121  negative_prob: 0.978004  sentiment: 0.000000  
 原文:     “你为了搞研究还要捡垃圾？”草薙说着往前走。  positive_prob: 0.224901  confidence: 0.500220  negative_prob: 0.775099  sentiment: 0.000000  
 原文:     他们接着要见的人是竹田幸惠。  positive_prob: 0.487723  confidence: 0.754458  negative_prob: 0.512277  sentiment: 1.000000  
 原文:     竹田幸惠在自己家里开了个面包房。虽然门面很小，但人们走到附近就会被刚烤好的面包香味吸引来。竹田幸惠和小她两岁的妹妹共同承担这家店的生产、销售工作。她的丈夫在五年前死于一场变通事故。  positive_prob: 0.686778  confidence: 0.303950  negative_prob: 0.313222  sentiment: 2.000000  
 原文:     “我很清楚地记得那天的事，但是，我看到那画的时候，也没觉得有什么可大惊小怪的。上村先生自己显得很兴奋，他可能觉得目己的孩子真的有特异功能。我觉得那孩子画得不怎么样。”  positive_prob: 0.254469  confidence: 0.434513  negative_prob: 0.745531  sentiment: 0.000000  
 原文:     但是，竹田幸惠接着说，过了一周之后，就有刑警来她店里调查，问了一些很奇怪的问题——问她22日那天有没有看到一辆红色的小汽车停在堤坝附近，说是什么Mini Cooper车，车顶还是白色的。竹田幸惠回答说不知道。但与此同时，她又想起一件事，就是忠广的那幅画。那画上不就是一辆红色的车吗！她把这件事对上村宏说了。  positive_prob: 0.030878  confidence: 0.931382  negative_prob: 0.969122  sentiment: 0.000000  
 原文:     草薙心想，事情的来龙去脉已经很清楚了，处心积虑地要儿子灵魂出壳的事大为宣传的上村觉得这是一个顶好的机会，就想到了给警察写信这一招。  positive_prob: 0.361976  confidence: 0.195610  negative_prob: 0.638024  sentiment: 0.000000  
 原文:     “警察先生，灵魂能够从身体中脱离出来，是真的吗？”谈话要结束的时候，竹口幸惠问。  positive_prob: 0.739325  confidence: 0.420723  negative_prob: 0.260675  sentiment: 2.000000  
 原文:     “这个嘛，恐怕……”一时难以作答，草薙求救般地望了望汤川，但是汤川好像根本就没有听他们说话，只是一直盯着摆放在店里的面包。  positive_prob: 0.048480  confidence: 0.892267  negative_prob: 0.951520  sentiment: 0.000000  
 原文:     “我不知道那种事是否是真的，但我对于上村先生的这番折腾实在无法认同。他想靠这种事出名，虽然我知道这也是无可厚非的……”  positive_prob: 0.097350  confidence: 0.783667  negative_prob: 0.902650  sentiment: 0.000000  
 原文:     草薙心想，可能她是对上村有意思了吧，而且他们年龄也相仿。  positive_prob: 0.431867  confidence: 0.040296  negative_prob: 0.568133  sentiment: 0.000000  
 原文:     这时候汤川在旁边说了句：“劳驾，我买一个咖喱面包。”  positive_prob: 0.292046  confidence: 0.351010  negative_prob: 0.707954  sentiment: 0.000000  
 原文:     5  positive_prob: 0.533895  confidence: 0.322100  negative_prob: 0.466105  sentiment: 1.000000  
 原文:     从发现尸体到现在，已经过去十天了，粟田信彦依旧矢口否认自己是凶手。警方没有找到能逼他就范的证据，十分苦恼。  positive_prob: 0.535075  confidence: 0.298501  negative_prob: 0.464925  sentiment: 1.000000  
 原文:     倒是出现了好几个对粟田有利的实物证据，其中之一就是残留在死者家中的另外个男人的痕迹。  positive_prob: 0.042369  confidence: 0.905846  negative_prob: 0.957631  sentiment: 0.000000  
 原文:     在浴室的排水口里发现了某个特定男人的毛发。在房间的地毯上、卫生间的马桶等多个地方也都有毛发存在，还在抽屉里发现了一个纸袋，里面放有安全剃须刀、剃须膏，甚至还有避孕套。  positive_prob: 0.131292  confidence: 0.708241  negative_prob: 0.868708  sentiment: 0.000000  
 原文:     根据毛发判断出它主人的血型是A型，但粟田的血型是0型。  positive_prob: 0.409566  confidence: 0.089853  negative_prob: 0.590434  sentiment: 0.000000  
 原文:     不用说，她一定还有其他交往的男人，但这也不足以减少粟田信彦身上的嫌疑。有可能是粟田发现她还有别的恋人，勃然大怒动了杀机。  positive_prob: 0.464255  confidence: 0.285100  negative_prob: 0.535745  sentiment: 1.000000  
 原文:     但对这个男人的身份，所有人都一无所知。这让警察们很想不通。也就是说，长冢多惠子把她和那个男人的关系对她的亲人都保密了，而那个男人在恋人被杀害后也没有露过面。  positive_prob: 0.139031  confidence: 0.691042  negative_prob: 0.860969  sentiment: 0.000000  
 原文:     “就是婚外恋啦！那个男人一定是有妻室的。”弓削警官又开始发表他的言论了。这回，没有人提出任何异议。  positive_prob: 0.618644  confidence: 0.152542  negative_prob: 0.381356  sentiment: 2.000000  
 原文:     刑警开始不露声色地对长冢多惠子身边的男人展开地毯式调查，特别是她身边的男同事，甚至还偷偷提取了这些人的毛发。但是没有发现谁的毛发和长冢多惠子家里发现的一致。  positive_prob: 0.242317  confidence: 0.461517  negative_prob: 0.757683  sentiment: 0.000000  
 原文:     正在警察们无计可施的时候，又发生了一件让他们郁闷的事情，那就是某家杂志社报道了上村忠广灵魂出壳的事。写这籍报道的，不用说就是上村宏。  positive_prob: 0.138897  confidence: 0.691340  negative_prob: 0.861103  sentiment: 0.000000  
 原文:     “真服了，你看！”正在读杂志的间宫哼着鼻子说。  positive_prob: 0.419636  confidence: 0.067475  negative_prob: 0.580364  sentiment: 0.000000  
 原文:     在搜查本部的会议室内，草薙正在写总结报告。  positive_prob: 0.578414  confidence: 0.063141  negative_prob: 0.421586  sentiment: 2.000000  
 原文:     “当警察这么多年了，还头一次遇到这祥的事。”  positive_prob: 0.300612  confidence: 0.331973  negative_prob: 0.699388  sentiment: 0.000000  
 原文:     “读了这本杂志的市民，都一窝蜂地给我们打电话，说为什么我们不相信那少年的证言。”弓削端着从自动售货机里买来的咖啡，指了指下面的杂志，笑了起来。  positive_prob: 0.341834  confidence: 0.240370  negative_prob: 0.658166  sentiment: 0.000000  
 原文:     “受不了了，”同宫皱着眉头说，“咱们科长的心情也一定糟透了。”  positive_prob: 0.079167  confidence: 0.824073  negative_prob: 0.920833  sentiment: 0.000000  
 原文:     科长正在别的房间开会。  positive_prob: 0.454489  confidence: 0.089783  negative_prob: 0.545511  sentiment: 1.000000  
 原文:     这时走来了一个年轻的刑警，说上村父子正在电视上。弓削随手打开旁边的电视机，看见上村宏和忠广正并排坐在个综艺节目的录制现场。  positive_prob: 0.656978  confidence: 0.237729  negative_prob: 0.343022  sentiment: 2.000000  
 原文:     “根据我的调查，所谓的灵魂出壳现象，好像经常是在人受到外伤的时候发生的，”上村宏在夸夸其谈，“比如脑袋受到撞击，据体验过的人讲，当时就觉得身体‘呼’地一下往上飘。”  positive_prob: 0.366968  confidence: 0.184515  negative_prob: 0.633032  sentiment: 0.000000  
 原文:     “那难道不是因为撞击后发生脑震荡造成的意识不清吗？”间宫嘟囔道。  positive_prob: 0.029456  confidence: 0.934543  negative_prob: 0.970544  sentiment: 0.000000  
 原文:     上村甚至还接着说：“此外。那些有过假死经验的人，几乎都无一例外地体验过体外脱离。也就是说，为了逃避肉体上的痛苦，他们的意识暂时脱离了身体。我觉得我们家忠广这次就是为了逃避高烧的痛苦才经历了这个可以称为奇迹的事。”  positive_prob: 0.084947  confidence: 0.811228  negative_prob: 0.915052  sentiment: 0.000000  
 原文:     “上村先生，”主持人问，“您认为忠厂身上发生的现象一定是灵魂出壳？”  positive_prob: 0.303685  confidence: 0.325144  negative_prob: 0.696315  sentiment: 0.000000  
 原文:     “我只能这么认为，如果对这个领域的研究能够更进一步的话，警方就不会愚蠢地拒绝如此宝贵的证言了。真没办法啊！”  positive_prob: 0.070982  confidence: 0.842262  negative_prob: 0.929018  sentiment: 0.000000  
 原文:     说完这话，上村的脸凑到了镜头前。  positive_prob: 0.386184  confidence: 0.141814  negative_prob: 0.613816  sentiment: 0.000000  
 原文:     弓削苦笑着关了电视：“他真是信口开河啊！”  positive_prob: 0.221583  confidence: 0.507594  negative_prob: 0.778417  sentiment: 0.000000  
 原文:     “草薙，那个伽利略老师是怎么说的？他弄明白什么了吗？”间宫问。  positive_prob: 0.069050  confidence: 0.846555  negative_prob: 0.930950  sentiment: 0.000000  
 原文:     “这个啊，我也没弄清楚，我想他正在想办法吧。”  positive_prob: 0.300972  confidence: 0.331174  negative_prob: 0.699028  sentiment: 0.000000  
 原文:     “哎，他也指望不上啦！”间宫为难地挠了挠头。  positive_prob: 0.089482  confidence: 0.801150  negative_prob: 0.910518  sentiment: 0.000000  
 原文:     这时候，两个汗流浃背的刑警跑回来了。  positive_prob: 0.503428  confidence: 0.931431  negative_prob: 0.496572  sentiment: 1.000000  
 原文:     “辛苦了。又有什么新发现吗？”间宫问道。  positive_prob: 0.436623  confidence: 0.029726  negative_prob: 0.563377  sentiment: 0.000000  
 原文:     “是关于Mini Cooper车的情报。”其中一个刑警回答道。  positive_prob: 0.459361  confidence: 0.187225  negative_prob: 0.540639  sentiment: 1.000000  
 原文:     “怎么又是Mini Cooper车？”间宫一脸厌烦地看着草薙他们，“怎么回事？”  positive_prob: 0.056844  confidence: 0.873681  negative_prob: 0.943156  sentiment: 0.000000  
 原文:     “住在长冢多惠子家附近的一个男人，看到了那辆红色Mini Cooper车停在那里，但遗憾的是，他好像记不清是21日还是22日了。”  positive_prob: 0.643436  confidence: 0.207636  negative_prob: 0.356564  sentiment: 2.000000  
 原文:     “要是弄不清日期那有什么用啊？”  positive_prob: 0.130451  confidence: 0.710108  negative_prob: 0.869549  sentiment: 0.000000  
 原文:     “可他注意到了一点，有一个奇怪的男子住那辆车里窥视。据说那个男子很瘦，大夏天还穿着西服。  positive_prob: 0.678609  confidence: 0.285798  negative_prob: 0.321391  sentiment: 2.000000  
 原文:     “哦？”  positive_prob: 0.529163  confidence: 0.416735  negative_prob: 0.470837  sentiment: 1.000000  
 原文:     “从外表来看，那个人并不是粟田啊。”草薙说，“那是谁呢？”  positive_prob: 0.239682  confidence: 0.467373  negative_prob: 0.760318  sentiment: 0.000000  
 原文:     “他只是想看看那是不是Mini Cooper车吧？”这是弓削的看法。  positive_prob: 0.221752  confidence: 0.507217  negative_prob: 0.778248  sentiment: 0.000000  
 原文:     “从目击者的话来看，并没有这么简单，”去采证的刑警回答道，“他说，那人好像是在确认车的主人是谁。”  positive_prob: 0.218399  confidence: 0.514669  negative_prob: 0.781601  sentiment: 0.000000  
 原文:     “或许是，那个穿西服的也有熟人有这样的车吧。难道粟田的熟人恰好经过那里？”  positive_prob: 0.222426  confidence: 0.505720  negative_prob: 0.777574  sentiment: 0.000000  
 原文:     听到弓削的话，大家都陷入沉思。他的意见的确有合理的地方。  positive_prob: 0.751090  confidence: 0.446867  negative_prob: 0.248910  sentiment: 2.000000  
 原文:     “你等一下！”间宫开口说，“如果那个穿西服的男人不是偶然地出现在那里，那又怎么样？”  positive_prob: 0.141442  confidence: 0.685684  negative_prob: 0.858558  sentiment: 0.000000  
 原文:     “什么意思呢？”弓削问。  positive_prob: 0.178195  confidence: 0.604010  negative_prob: 0.821805  sentiment: 0.000000  
 原文:     “也就是说那个男人本来打算去长冢多惠子家，可走到附近时，发现了这辆车，觉得很眼熟。他想，如果这车是粟田的，粟田就应该在长冢多惠子家里，那自己再去找长冢多惠子就不方便了。他想确认一下这车到底是谁的……”  positive_prob: 0.212128  confidence: 0.528604  negative_prob: 0.787872  sentiment: 0.000000  
 原文:     “你等等！”草薙在旁边插嘴道，“这么说来这个男子就是对长冢多惠子和粟田信彦都很熟悉的人了。”  positive_prob: 0.474702  confidence: 0.494032  negative_prob: 0.525298  sentiment: 1.000000  
 原文:     “是的有这样的人吗？”  positive_prob: 0.243972  confidence: 0.457840  negative_prob: 0.756028  sentiment: 0.000000  
 原文:     大家面面相觑，最后弓削终于说了一句：“好像有人曾经介绍他们相亲……”  positive_prob: 0.218526  confidence: 0.514386  negative_prob: 0.781474  sentiment: 0.000000  
 原文:     瞬间之后，大家几乎是同时站了起来。  positive_prob: 0.442214  confidence: 0.017302  negative_prob: 0.557786  sentiment: 0.000000  
 原文:     “原来如此。你们把长冢多惠子原来的上司拘捕起来了吗？”听了草薙的讲述，汤川点着头问。  positive_prob: 0.197017  confidence: 0.562183  negative_prob: 0.802983  sentiment: 0.000000  
 原文:     “那个叫吉冈的男人，三年前从公司退休了。他好像以前和长冢多惠子有染。我们曾经推测有一个有妇之夫和长冢多惠子有染，却没想到那是一个已经退休的人。这是我们的一个疏忽。听说吉冈和粟田是通过保险而成为好朋友的。”草薙说到这里喝了口咖啡。一旦案件解决了，连速溶咖啡也变得美味起来。“吉冈被捕之后，马上就把自己的罪行全盘托出了。”  positive_prob: 0.661031  confidence: 0.246735  negative_prob: 0.338969  sentiment: 2.000000  
 原文:     “也就是说，吉冈把自己的情人介绍给了粟田？”  positive_prob: 0.318657  confidence: 0.291873  negative_prob: 0.681343  sentiment: 0.000000  
 原文:     “是这样的。”  positive_prob: 0.347999  confidence: 0.226669  negative_prob: 0.652001  sentiment: 0.000000  
 原文:     “哎呀呀！”汤川摇着头说，“男女之间的关系真是说不清楚啊。”  positive_prob: 0.317149  confidence: 0.295225  negative_prob: 0.682851  sentiment: 0.000000  
 原文:     “吉冈想要断绝和多惠子的往来，才那么做的。多惠于不想和他分手。她之所以坦然地去相亲，可能就是想向吉冈表明，他这么做根本改变不了她的想法。而且好像她最近在向他暗示要把这件事透漏给他太太，这让吉冈感到特别惶恐不安。”  positive_prob: 0.205585  confidence: 0.543145  negative_prob: 0.794415  sentiment: 0.000000  
 原文:     吉冈从公司退休之后，就在他妻子从父母那里继承来的一家租赁公司里担任要职。他担心如果自己和多惠子的事情被曝光，他将失去现有的一切。  positive_prob: 0.729870  confidence: 0.399711  negative_prob: 0.270130  sentiment: 2.000000  
 原文:     吉冈打算在21日那天去长冢多惠子家劝说她放手，但是在门外。他看到了粟田的Mini Cooper车。于是他决定改日再来。第二天，他事先打了个电话，再到多惠子家，央求她和自己分手。  positive_prob: 0.482041  confidence: 0.640815  negative_prob: 0.517959  sentiment: 1.000000  
 原文:     多惠子死活不同意，甚至立刻就要给他的老婆打电话。  positive_prob: 0.331945  confidence: 0.262345  negative_prob: 0.668055  sentiment: 0.000000  
 原文:     “下文就很落俗套啦。恼羞成怒的他，动手把她勒死了。因为不是事先谋划的，所以他的话基本可信。”  positive_prob: 0.584926  confidence: 0.077613  negative_prob: 0.415074  sentiment: 2.000000  
 原文:     “那么22日那天停在路边的Mini Cooper车到底是怎么回事？那终归不是粟田的车吧？”  positive_prob: 0.076239  confidence: 0.830580  negative_prob: 0.923761  sentiment: 0.000000  
 原文:     听汤川这么一问，草薙又露出一张苦瓜脸。  positive_prob: 0.236378  confidence: 0.474716  negative_prob: 0.763622  sentiment: 0.000000  
 原文:     “在这一点上，有个特别让人泄气的低级错误，21日停在那里的，是粟田的Mini Cooper车，但是22日停在相同位置上的，却是吉冈的车。那家杂样煎菜饼店的女老板认错了。虽然它们都是红色的，但是吉冈的是宝马啊，她怎么就把它当作Mini cooper了呢？”  positive_prob: 0.145606  confidence: 0.676432  negative_prob: 0.854394  sentiment: 0.000000  
 原文:     “人的记忆力就是这样的，我们都是容易产生错觉的动物，所以那些关于神灵鬼怪的传说一直没有绝迹。”  positive_prob: 0.595683  confidence: 0.101519  negative_prob: 0.404317  sentiment: 2.000000  
 原文:     “这么说来，你已经把那个问题解决了？今天，我就是特意来问下的。”草薙说。  positive_prob: 0.250765  confidence: 0.442744  negative_prob: 0.749235  sentiment: 0.000000  
 原文:     “既然案件已经解决了，那件事就算了吧。”  positive_prob: 0.110201  confidence: 0.755109  negative_prob: 0.889799  sentiment: 0.000000  
 原文:     “那可不行，那之后还有许多古怪的疑问，让我们很头疼。我们搜查一科的同事也都说，一定要向你这个伽利略天才求救。我也很苦恼啊。”  positive_prob: 0.192027  confidence: 0.573274  negative_prob: 0.807973  sentiment: 0.000000  
 原文:     “伽利略？”  positive_prob: 0.346413  confidence: 0.230192  negative_prob: 0.653587  sentiment: 0.000000  
 原文:     “求求你啦，你一定要帮帮我啊。你一定能搞定的，对吧？”草薙从椅子上站起来，挥舞着拳头。  positive_prob: 0.753939  confidence: 0.453197  negative_prob: 0.246061  sentiment: 2.000000  
 原文:     汤川仍旧坐在椅子上，身体向后面伸去，说，“你能给我调查一件事吗？”  positive_prob: 0.205867  confidence: 0.542517  negative_prob: 0.794133  sentiment: 0.000000  
 原文:     “调查？什么事情？”  positive_prob: 0.149607  confidence: 0.667540  negative_prob: 0.850393  sentiment: 0.000000  
 原文:     汤川从白大褂口袋里掏出个东西。草薙仔细一看，就是汤川前几天捡的那个旅游鞋碎片。  positive_prob: 0.272680  confidence: 0.394044  negative_prob: 0.727320  sentiment: 0.000000  
 原文:     “请你证实一下，如此贵重的标本告诉我们的情报是否属实。”  positive_prob: 0.122476  confidence: 0.727831  negative_prob: 0.877524  sentiment: 0.000000  
 原文:     “啊？”草薙费解地从他手里接过碎片。  positive_prob: 0.281518  confidence: 0.374403  negative_prob: 0.718482  sentiment: 0.000000  
 原文:     当天晚上草薙就给汤川家打电话。  positive_prob: 0.284276  confidence: 0.368275  negative_prob: 0.715724  sentiment: 0.000000  
 原文:     “果然不出俺所料，我又去那家食品厂厂长那里询问了。果然那天的大门是全部打开的。  positive_prob: 0.768617  confidence: 0.485815  negative_prob: 0.231383  sentiment: 2.000000  
 原文:     “和我想的一样，”汤川说，“那样的话，一定是发生什么事故了。”  positive_prob: 0.406967  confidence: 0.095628  negative_prob: 0.593033  sentiment: 0.000000  
 原文:     “是啊，厂长以为我们已经知道发生了事故，所以也没敢再隐瞒什么。他说本想能够息事宁人，但是却不可能。他正打算和相关部门联系呢。”  positive_prob: 0.328534  confidence: 0.269925  negative_prob: 0.671466  sentiment: 0.000000  
 原文:     “那家公司真不走运啊，如果没有那件奇怪的灵魂出壳事件，这个事故也就永远成了秘密。”  positive_prob: 0.087341  confidence: 0.805909  negative_prob: 0.912659  sentiment: 0.000000  
 原文:     “虽然这么说，但是灵魂出壳和那家工厂的事故之间到底有什么关系呢？我可百思也不得其解啊。”虽然草薙这么说，但是实际上他根本就没思考。即使想思考他也没有什么背景材料。  positive_prob: 0.081210  confidence: 0.819533  negative_prob: 0.918790  sentiment: 0.000000  
 原文:     稍微沉默了一会，汤川说：“那好，我们一起揭穿秘密吧，但是我需要观众。”  positive_prob: 0.497444  confidence: 0.948886  negative_prob: 0.502556  sentiment: 1.000000  
 原文:     “观众？”  positive_prob: 0.347581  confidence: 0.227597  negative_prob: 0.652419  sentiment: 0.000000  
 原文:     “是的，一定要把他们给我带来啊！”汤川说。  positive_prob: 0.669782  confidence: 0.266182  negative_prob: 0.330218  sentiment: 2.000000  
 原文:     6  positive_prob: 0.549264  confidence: 0.014716  negative_prob: 0.450736  sentiment: 1.000000  
 原文:     案件解决后的第三天，草薙坐在出租车的副驾驶位置上赶着去帝都大学。坐在后面车座上的是上村父子俩。  positive_prob: 0.248903  confidence: 0.446881  negative_prob: 0.751097  sentiment: 0.000000  
 原文:     “真的在一个小时之内就能完事啊？今天我还有个采访呢，四点之前必须返回新宿。”上村的语气里很明显地表现出了不满。突然有人闯进家里，自己又被强押着进了出租车，他生气也是理所当然的。  positive_prob: 0.290527  confidence: 0.354384  negative_prob: 0.709473  sentiment: 0.000000  
 原文:     “应该很快就会结束。他说在我们去之前会准备好一切的。”  positive_prob: 0.880197  confidence: 0.733772  negative_prob: 0.119803  sentiment: 2.000000  
 原文:     “我不知道你们打算做什么样的实验，但如果要改变我的信念，那是不可能的。不管怎么说，那天忠广看到了不能看到的东西，这就是事实。那个案件里原来被你们怀疑的人，最终不也被证明是冤枉的吗？”  positive_prob: 0.005376  confidence: 0.988054  negative_prob: 0.994624  sentiment: 0.000000  
